city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
Belo Horizonte,400,4,7,4,-,acept,furnished,R$0,"R$12,000",R$667,R$181,"R$12,850"
Campinas,37,1,1,0,1,not acept,not furnished,R$358,R$850,R$0,R$11,"R$1,219"
Belo Horizonte,59,2,2,2,7,acept,furnished,"R$1,342","R$3,300",R$231,R$42,"R$4,915"
Belo Horizonte,113,3,3,2,4,acept,not furnished,"R$1,000","R$3,804",R$0,R$49,"R$4,853"
Rio de Janeiro,120,2,2,1,12,acept,not furnished,"R$1,077","R$6,500",R$40,R$83,"R$7,700"
Belo Horizonte,92,3,2,0,5,acept,not furnished,R$954,"R$3,300",R$160,R$42,"R$4,456"
Porto Alegre,93,3,2,2,16,acept,not furnished,R$979,"R$2,600",R$237,R$33,"R$3,849"
Sao Paulo,42,2,1,1,9,acept,not furnished,R$340,"R$1,350",R$0,R$18,"R$1,708"
Belo Horizonte,236,4,5,4,1,not acept,furnished,"R$3,950","R$15,000",R$142,R$191,"R$19,280"
Rio de Janeiro,160,3,2,0,-,acept,not furnished,R$0,"R$3,800",R$227,R$58,"R$4,085"
Sao Paulo,450,4,5,8,-,acept,not furnished,R$0,"R$10,120",R$618,R$153,"R$10,890"
Rio de Janeiro,750,4,4,6,-,acept,not furnished,R$0,"R$15,000","R$2,084",R$226,"R$17,310"
Sao Paulo,68,3,2,2,9,acept,furnished,R$550,"R$2,700",R$76,R$35,"R$3,361"
Porto Alegre,53,2,1,1,11,acept,furnished,R$270,"R$5,500",R$119,R$70,"R$5,959"
Campinas,160,2,3,0,-,acept,not furnished,Incluso,"R$4,300",R$124,R$65,"R$4,489"
Sao Paulo,49,2,1,1,6,acept,furnished,R$400,"R$1,800",R$0,R$23,"R$2,223"
Sao Paulo,115,3,2,2,4,acept,not furnished,R$570,"R$1,948",R$109,R$25,"R$2,652"
Campinas,59,2,1,1,6,acept,not furnished,R$600,"R$1,600",R$0,R$21,"R$2,221"
Porto Alegre,60,2,2,2,7,acept,not furnished,R$894,"R$1,100",R$210,R$14,"R$2,218"
Belo Horizonte,58,1,2,1,19,acept,not furnished,R$652,"R$4,715",Incluso,R$34,"R$5,401"
Belo Horizonte,35,1,1,0,-,acept,not furnished,R$0,"R$1,100",R$30,R$14,"R$1,144"
Belo Horizonte,160,2,3,2,12,acept,furnished,"R$1,500","R$4,210",R$225,R$54,"R$5,989"
Belo Horizonte,60,3,2,1,5,acept,not furnished,R$366,"R$1,200",R$0,R$16,"R$1,582"
Belo Horizonte,233,4,2,3,4,acept,furnished,"R$2,200","R$7,287",R$417,R$93,"R$9,997"
Belo Horizonte,58,1,1,1,3,acept,not furnished,R$530,"R$1,200",R$0,R$16,"R$1,746"
Porto Alegre,100,3,2,1,-,acept,not furnished,R$555,"R$1,469",R$10,R$19,"R$2,053"
Porto Alegre,238,4,3,4,24,acept,not furnished,"R$2,980","R$10,200","R$1,816",R$130,"R$15,130"
Belo Horizonte,18,1,1,1,10,not acept,furnished,R$470,"R$1,800",R$0,R$23,"R$2,293"
Porto Alegre,96,2,1,0,9,acept,furnished,R$940,"R$4,387",R$3,R$56,"R$5,386"
Porto Alegre,49,2,1,1,14,acept,not furnished,R$420,"R$1,800",R$0,R$23,"R$2,243"
Campinas,50,1,1,0,1,acept,furnished,R$0,"R$1,550",R$0,R$24,"R$1,574"
Sao Paulo,45,1,1,0,-,not acept,not furnished,R$0,"R$1,060",R$0,R$16,"R$1,076"
Sao Paulo,160,3,2,2,12,acept,not furnished,"R$1,026","R$1,650",R$243,R$21,"R$2,940"
Rio de Janeiro,80,2,2,2,14,acept,not furnished,"R$1,200","R$4,200",R$300,R$54,"R$5,754"
Rio de Janeiro,133,4,3,4,18,acept,furnished,"R$2,225","R$2,900",R$400,R$37,"R$5,562"
Belo Horizonte,30,1,1,0,4,acept,not furnished,R$415,"R$1,750",R$30,R$23,"R$2,218"
Belo Horizonte,137,2,3,2,1,acept,not furnished,"R$2,800","R$14,000",R$542,R$178,"R$17,520"
Belo Horizonte,194,3,4,3,-,acept,not furnished,R$0,"R$4,000",R$70,R$61,"R$4,131"
Campinas,50,2,1,1,2,acept,not furnished,R$400,"R$1,600",R$0,R$21,"R$2,021"
Rio de Janeiro,84,1,2,1,14,acept,not furnished,"R$1,200","R$3,353",R$0,R$25,"R$4,578"
Sao Paulo,45,1,1,0,7,not acept,not furnished,R$506,R$500,R$24,R$7,"R$1,037"
Belo Horizonte,301,4,5,4,3,acept,furnished,"R$4,265","R$12,500","R$1,600",R$159,"R$18,520"
Belo Horizonte,250,3,4,2,5,acept,furnished,"R$2,600","R$8,000",R$500,R$102,"R$11,200"
Campinas,136,3,2,3,12,acept,furnished,"R$1,400","R$2,500",R$325,R$32,"R$4,257"
Porto Alegre,73,2,2,1,10,acept,not furnished,R$884,"R$4,800",R$139,R$61,"R$5,884"
Rio de Janeiro,60,1,2,0,-,not acept,not furnished,Incluso,"R$1,600",R$23,R$25,"R$1,648"
Sao Paulo,110,2,3,2,12,not acept,furnished,"R$2,000","R$11,500",R$502,R$146,"R$14,150"
Belo Horizonte,50,2,1,2,5,not acept,furnished,R$600,"R$2,313",R$250,R$30,"R$3,193"
Rio de Janeiro,100,2,1,1,1,acept,not furnished,R$834,"R$2,466",Incluso,R$24,"R$3,444"
Porto Alegre,70,2,2,2,7,not acept,furnished,"R$1,726","R$3,950",R$341,R$51,"R$6,068"
Porto Alegre,82,2,2,1,2,acept,furnished,R$750,"R$3,100",R$51,R$40,"R$3,941"
Porto Alegre,76,3,3,2,1,acept,not furnished,R$900,"R$2,662",R$284,R$34,"R$3,880"
Belo Horizonte,150,3,1,1,9,acept,not furnished,"R$1,172","R$4,800",R$294,R$61,"R$6,327"
Belo Horizonte,303,3,4,4,1,acept,furnished,"R$4,540","R$18,000",R$0,R$229,"R$22,770"
Sao Paulo,55,2,1,0,10,acept,not furnished,R$490,"R$1,380",R$80,R$18,"R$1,968"
Campinas,70,2,1,0,5,acept,not furnished,R$285,"R$2,197",R$0,R$28,"R$2,510"
Rio de Janeiro,45,1,2,1,2,acept,furnished,R$790,"R$1,452",R$84,R$19,"R$2,345"
Rio de Janeiro,50,2,1,1,6,acept,furnished,R$648,"R$3,900",R$58,R$50,"R$4,656"
Rio de Janeiro,62,2,1,1,1,acept,not furnished,R$560,"R$1,550",R$17,R$20,"R$2,147"
Belo Horizonte,177,4,5,4,5,acept,not furnished,"R$1,500","R$9,200",R$959,R$117,"R$11,780"
Sao Paulo,50,1,1,1,21,acept,furnished,R$765,"R$2,700",R$105,R$35,"R$3,605"
Belo Horizonte,50,1,1,1,22,not acept,furnished,R$739,"R$3,540",R$0,R$14,"R$4,293"
Campinas,90,3,2,1,1,acept,not furnished,R$850,"R$1,500",R$100,R$20,"R$2,470"
Sao Paulo,130,3,2,2,4,acept,furnished,R$800,"R$3,500",R$0,R$45,"R$4,345"
Campinas,54,1,1,1,5,acept,not furnished,R$750,R$773,R$67,R$10,"R$1,600"
Campinas,30,1,1,0,-,not acept,not furnished,Sem info,R$850,R$67,R$13,R$930
Belo Horizonte,194,3,4,4,5,acept,not furnished,"R$2,600","R$12,000","R$1,667",R$153,"R$16,420"
Rio de Janeiro,68,2,1,1,3,acept,not furnished,R$482,R$831,R$0,R$11,"R$1,324"
Porto Alegre,58,3,2,1,11,acept,not furnished,R$320,"R$1,700",R$105,R$22,"R$2,147"
Belo Horizonte,16,1,1,0,-,not acept,not furnished,R$0,"R$1,420",R$0,R$18,"R$1,438"
Campinas,74,3,2,2,11,acept,furnished,R$477,"R$1,600",R$0,R$21,"R$2,098"
Rio de Janeiro,347,4,7,6,-,acept,not furnished,R$0,"R$8,900","R$1,000",R$134,"R$10,030"
Rio de Janeiro,180,3,3,2,3,acept,not furnished,"R$1,794","R$5,800",R$487,R$74,"R$8,155"
Sao Paulo,20,1,1,1,3,not acept,furnished,"R$1,700","R$1,360",R$0,R$18,"R$3,078"
Belo Horizonte,130,2,1,1,1,acept,not furnished,R$0,"R$2,200",R$180,R$28,"R$2,408"
Belo Horizonte,100,3,1,1,2,acept,not furnished,"R$1,350","R$3,000",R$92,R$39,"R$4,481"
Sao Paulo,50,1,1,0,1,not acept,not furnished,R$298,R$850,R$15,R$11,"R$1,174"
Sao Paulo,340,4,4,4,15,acept,furnished,"R$2,500","R$8,700",R$0,R$111,"R$11,310"
Sao Paulo,135,2,2,1,8,acept,furnished,"R$1,063","R$3,250",R$159,R$42,"R$4,514"
Sao Paulo,130,3,4,2,8,acept,furnished,"R$1,300","R$5,500",R$0,R$70,"R$6,870"
Sao Paulo,58,2,2,2,15,acept,not furnished,R$400,"R$2,200",R$100,R$28,"R$2,728"
Belo Horizonte,84,3,1,1,17,acept,not furnished,R$710,"R$2,300","R$3,000",R$30,"R$6,040"
Belo Horizonte,120,3,4,2,1,acept,not furnished,"R$1,500","R$3,000",R$670,R$39,"R$5,209"
Campinas,180,3,2,3,-,acept,not furnished,R$0,"R$3,500",R$497,R$53,"R$4,050"
Rio de Janeiro,650,4,7,5,-,acept,not furnished,R$0,"R$8,000",R$334,R$121,"R$8,455"
Sao Paulo,320,4,5,4,-,acept,not furnished,R$300,"R$6,500",R$417,R$98,"R$7,315"
Rio de Janeiro,65,2,1,0,1,acept,furnished,R$286,"R$4,200",R$17,R$54,"R$4,557"
Sao Paulo,130,3,2,2,5,acept,not furnished,"R$1,400","R$5,000",R$584,R$64,"R$7,048"
Porto Alegre,72,3,2,2,3,not acept,not furnished,R$686,"R$1,600",R$18,R$21,"R$2,325"
Campinas,150,3,3,4,10,acept,furnished,"R$2,225","R$7,400",R$500,R$94,"R$10,220"
Sao Paulo,70,2,1,1,3,acept,not furnished,R$500,"R$1,275",R$74,R$17,"R$1,866"
Belo Horizonte,345,3,3,5,2,acept,not furnished,"R$3,000","R$12,750",R$834,R$162,"R$16,750"
Belo Horizonte,20,1,1,0,1,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Campinas,103,3,2,2,2,acept,not furnished,"R$1,500","R$1,360",R$292,R$18,"R$3,170"
Rio de Janeiro,90,2,2,4,-,acept,not furnished,R$0,"R$2,400",R$230,R$37,"R$2,667"
Belo Horizonte,185,3,2,2,29,acept,not furnished,"R$2,050","R$14,000",R$540,R$178,"R$16,770"
Rio de Janeiro,47,1,1,1,9,acept,not furnished,R$470,R$650,R$43,R$9,"R$1,172"
Sao Paulo,42,1,1,0,3,acept,not furnished,R$130,"R$1,450",R$34,R$19,"R$1,633"
Sao Paulo,42,1,1,1,11,not acept,not furnished,"R$1,500","R$2,153",R$0,R$8,"R$3,661"
Rio de Janeiro,25,1,1,0,1,not acept,not furnished,R$0,"R$1,000",R$84,R$13,"R$1,097"
Porto Alegre,55,1,1,1,20,acept,not furnished,R$570,"R$1,900",R$0,R$25,"R$2,495"
Porto Alegre,900,3,5,8,-,acept,not furnished,R$0,"R$8,000","R$2,250",R$121,"R$10,370"
Porto Alegre,240,3,3,4,22,acept,not furnished,"R$3,538","R$12,000","R$1,975",R$153,"R$17,670"
Sao Paulo,128,2,1,1,9,acept,furnished,"R$1,200","R$8,500",R$9,R$108,"R$9,817"
Campinas,120,2,1,1,-,not acept,not furnished,R$0,"R$3,000",R$280,R$46,"R$3,326"
Sao Paulo,54,1,1,1,7,acept,not furnished,R$600,"R$3,600",R$149,R$46,"R$4,395"
Sao Paulo,30,1,1,0,-,not acept,not furnished,R$0,R$765,R$59,R$12,R$836
Belo Horizonte,120,2,2,2,11,acept,not furnished,"R$2,200","R$4,000",R$500,R$51,"R$6,751"
Belo Horizonte,296,4,5,2,-,acept,not furnished,R$0,"R$8,500","R$1,000",R$128,"R$9,628"
Belo Horizonte,230,3,4,4,5,acept,furnished,"R$1,800","R$10,000",R$715,R$127,"R$12,640"
Sao Paulo,50,2,1,0,12,not acept,not furnished,Incluso,"R$3,029",R$0,R$39,"R$3,068"
Campinas,95,3,2,0,-,acept,not furnished,R$0,"R$2,300",R$125,R$35,"R$2,460"
Rio de Janeiro,146,3,4,2,21,acept,furnished,"R$1,200","R$9,000",R$417,R$115,"R$10,730"
Campinas,73,2,1,1,4,acept,not furnished,R$400,R$655,R$31,R$9,"R$1,095"
Rio de Janeiro,30,1,1,0,6,not acept,not furnished,R$253,"R$1,250",R$30,R$16,"R$1,549"
Rio de Janeiro,35,1,1,1,11,acept,not furnished,R$470,"R$2,500",R$22,R$32,"R$3,024"
Belo Horizonte,22,1,1,0,-,acept,not furnished,Sem info,R$976,R$0,R$15,R$991
Belo Horizonte,386,4,6,3,21,acept,not furnished,"R$3,890","R$12,750","R$1,980",R$162,"R$18,780"
Rio de Janeiro,442,5,6,6,-,acept,not furnished,Incluso,"R$7,500","R$1,301",R$113,"R$8,914"
Rio de Janeiro,30,1,1,0,5,acept,not furnished,R$279,R$590,R$12,R$8,R$889
Belo Horizonte,68,1,2,1,4,not acept,not furnished,R$799,"R$2,000",R$217,R$26,"R$3,042"
Belo Horizonte,53,1,1,1,12,acept,furnished,R$450,"R$3,200",R$200,R$41,"R$3,891"
Campinas,18,1,1,0,-,acept,not furnished,R$0,"R$1,720",R$0,R$22,"R$1,742"
Porto Alegre,321,3,5,2,-,acept,furnished,R$0,"R$8,268","R$1,072",R$125,"R$9,465"
Belo Horizonte,70,3,1,1,2,acept,not furnished,R$710,R$750,R$76,R$10,"R$1,546"
Porto Alegre,400,10,9,8,-,acept,not furnished,R$0,"R$8,330",R$550,R$126,"R$9,006"
Porto Alegre,392,4,4,4,-,acept,not furnished,R$0,"R$10,000","R$1,250",R$151,"R$11,400"
Rio de Janeiro,70,2,1,1,1,acept,not furnished,R$280,"R$1,000",R$138,R$13,"R$1,431"
Belo Horizonte,230,4,4,3,5,not acept,not furnished,"R$2,564","R$2,500",R$934,R$32,"R$6,030"
Belo Horizonte,138,2,2,1,11,acept,furnished,"R$1,000","R$7,000",R$89,R$89,"R$8,178"
Rio de Janeiro,250,2,1,0,-,acept,not furnished,Sem info,"R$1,500",R$9,R$23,"R$1,532"
Rio de Janeiro,45,2,2,0,-,not acept,not furnished,R$0,"R$1,650",R$84,R$25,"R$1,759"
Rio de Janeiro,250,4,3,0,-,acept,not furnished,R$0,"R$2,000",R$667,R$31,"R$2,698"
Porto Alegre,80,2,1,1,6,acept,not furnished,R$654,"R$2,300",R$94,R$30,"R$3,078"
Rio de Janeiro,398,4,5,4,-,acept,not furnished,"R$2,400","R$15,000","R$1,084",R$226,"R$18,710"
Sao Paulo,200,3,4,5,-,acept,not furnished,R$0,"R$3,500",R$242,R$53,"R$3,795"
Belo Horizonte,136,3,3,1,9,acept,not furnished,"R$1,530","R$7,500",R$290,R$96,"R$9,416"
Sao Paulo,46,1,1,0,2,acept,not furnished,R$553,"R$1,437",R$58,R$19,"R$2,067"
Rio de Janeiro,309,4,5,3,-,acept,not furnished,R$0,"R$12,000",R$734,R$181,"R$12,920"
Belo Horizonte,54,1,1,1,1,not acept,furnished,"R$1,050","R$7,200",R$250,R$92,"R$8,592"
Campinas,220,4,5,3,14,acept,furnished,"R$2,050","R$12,000",R$750,R$153,"R$14,950"
Campinas,161,1,2,2,10,not acept,not furnished,"R$2,162","R$7,000",R$54,R$89,"R$9,305"
Belo Horizonte,58,2,1,1,1,acept,not furnished,R$430,"R$1,540",R$0,R$20,"R$1,990"
Campinas,83,3,1,1,3,acept,not furnished,R$180,"R$2,500",R$0,R$32,"R$2,712"
Belo Horizonte,33,1,1,1,5,acept,not furnished,R$842,"R$2,000",R$95,R$26,"R$2,963"
Sao Paulo,170,3,4,2,3,not acept,not furnished,"R$1,450","R$4,400",R$38,R$56,"R$5,944"
Porto Alegre,135,3,2,1,21,acept,furnished,R$950,"R$7,500",R$77,R$96,"R$8,623"
Porto Alegre,50,2,1,2,1,not acept,not furnished,R$850,"R$1,900",R$42,R$25,"R$2,817"
Sao Paulo,94,2,3,2,18,not acept,not furnished,"R$1,600","R$4,400",R$325,R$56,"R$6,381"
Belo Horizonte,25,1,1,0,1,not acept,not furnished,R$0,"R$1,200",R$35,R$16,"R$1,251"
Campinas,100,2,3,2,20,not acept,furnished,"R$1,080","R$10,000",R$138,R$127,"R$11,350"
Sao Paulo,157,3,5,3,12,acept,not furnished,"R$1,670","R$11,500",R$583,R$146,"R$13,900"
Rio de Janeiro,100,3,2,2,-,acept,not furnished,R$0,"R$5,500",R$500,R$83,"R$6,083"
Belo Horizonte,120,3,1,0,2,acept,not furnished,R$200,"R$2,100",R$167,R$27,"R$2,494"
Porto Alegre,45,1,1,2,8,acept,not furnished,R$695,"R$1,800",R$170,R$23,"R$2,688"
Rio de Janeiro,64,2,2,1,9,acept,furnished,R$830,"R$3,166",R$0,R$13,"R$4,009"
Sao Paulo,265,4,6,3,6,not acept,not furnished,"R$2,400","R$2,500","R$1,284",R$32,"R$6,216"
Sao Paulo,20,1,1,0,6,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
Campinas,50,2,2,0,-,not acept,not furnished,R$0,"R$1,100",R$80,R$17,"R$1,197"
Campinas,70,3,2,1,14,acept,not furnished,R$570,"R$3,000",R$171,R$39,"R$3,780"
Campinas,273,4,4,2,4,not acept,not furnished,"R$2,306","R$9,000",R$417,R$115,"R$11,840"
Rio de Janeiro,250,3,3,4,-,acept,furnished,R$250,"R$6,500",R$309,R$98,"R$7,157"
Belo Horizonte,100,1,1,0,-,acept,not furnished,Incluso,"R$2,150",R$267,R$33,"R$2,450"
Belo Horizonte,90,2,1,0,2,acept,not furnished,R$622,"R$2,150",R$212,R$28,"R$3,012"
Belo Horizonte,256,3,3,2,-,not acept,not furnished,R$0,"R$5,600","R$2,417",R$85,"R$8,102"
Belo Horizonte,92,2,1,1,2,acept,not furnished,R$425,"R$1,536",R$72,R$20,"R$2,053"
Porto Alegre,124,3,3,2,-,acept,not furnished,R$0,"R$4,000",R$92,R$61,"R$4,153"
Campinas,218,3,3,3,9,acept,furnished,"R$1,850","R$15,000",R$809,R$191,"R$17,850"
Belo Horizonte,57,2,2,1,8,acept,not furnished,R$465,"R$1,300",R$10,R$17,"R$1,792"
Porto Alegre,650,4,4,8,-,acept,not furnished,R$0,"R$7,500",R$200,R$113,"R$7,813"
Rio de Janeiro,220,3,4,2,-,not acept,not furnished,R$0,"R$3,500",R$276,R$53,"R$3,829"
Sao Paulo,55,1,2,1,4,not acept,not furnished,R$744,R$954,R$74,R$13,"R$1,785"
Belo Horizonte,55,2,2,1,21,acept,not furnished,R$480,"R$2,000",R$9,R$26,"R$2,515"
Porto Alegre,58,2,1,1,19,not acept,furnished,R$550,"R$3,400",R$65,R$44,"R$4,059"
Rio de Janeiro,42,1,1,1,13,acept,furnished,"R$1,750",R$860,R$180,R$11,"R$2,801"
Sao Paulo,202,3,4,3,8,acept,furnished,"R$2,500","R$12,000",R$834,R$153,"R$15,490"
Sao Paulo,130,2,2,0,-,acept,not furnished,R$0,"R$2,700",R$100,R$41,"R$2,841"
Belo Horizonte,52,1,1,1,11,acept,not furnished,R$730,"R$2,500",R$38,R$32,"R$3,300"
Porto Alegre,75,2,2,0,2,acept,not furnished,R$570,"R$1,450",R$0,R$19,"R$2,039"
Porto Alegre,420,4,6,4,10,acept,not furnished,"R$5,700","R$12,000","R$3,167",R$153,"R$21,020"
Campinas,277,3,4,0,-,not acept,not furnished,"R$2,580","R$7,200",R$0,R$109,"R$9,889"
Campinas,100,1,1,1,16,acept,furnished,"R$1,120","R$3,900",R$75,R$50,"R$5,145"
Porto Alegre,420,5,7,3,-,acept,furnished,"R$1,237","R$8,500",R$816,R$128,"R$10,680"
Rio de Janeiro,207,3,5,4,6,acept,not furnished,"R$2,400","R$12,000",R$934,R$153,"R$15,490"
Porto Alegre,25,1,1,0,23,acept,not furnished,R$432,"R$2,200",R$45,R$28,"R$2,705"
Campinas,100,3,2,1,3,acept,not furnished,"R$1,020","R$1,880",R$0,R$24,"R$2,924"
Sao Paulo,108,2,2,1,8,acept,furnished,"R$1,081","R$5,300",R$334,R$68,"R$6,783"
Belo Horizonte,55,1,1,1,5,not acept,furnished,"R$1,100","R$2,144",Incluso,R$22,"R$3,500"
Sao Paulo,40,1,1,0,-,not acept,not furnished,R$0,R$780,R$17,R$12,R$809
Porto Alegre,46,1,1,1,3,not acept,not furnished,R$850,"R$1,900",R$117,R$25,"R$2,892"
Campinas,138,3,3,2,5,acept,furnished,"R$1,112","R$5,800",R$475,R$74,"R$7,461"
Sao Paulo,50,2,3,0,-,not acept,not furnished,R$0,"R$1,740",R$84,R$27,"R$1,851"
Rio de Janeiro,54,1,1,1,9,acept,not furnished,R$758,"R$1,148",R$84,R$15,"R$2,005"
Rio de Janeiro,22,1,1,0,-,not acept,not furnished,R$0,R$976,R$0,R$15,R$991
Rio de Janeiro,62,3,1,1,1,acept,not furnished,R$750,"R$1,300",R$0,R$26,"R$2,076"
Campinas,380,4,3,2,12,not acept,furnished,"R$5,500","R$15,000","R$1,000",R$191,"R$21,690"
Campinas,80,2,1,1,2,not acept,furnished,"R$1,036","R$7,450",R$98,R$95,"R$8,679"
Campinas,70,2,1,1,2,acept,not furnished,"R$1,100","R$1,950",R$0,R$25,"R$3,075"
Belo Horizonte,214,5,5,4,9,not acept,furnished,"R$2,000","R$5,550",R$667,R$71,"R$8,288"
Sao Paulo,193,3,3,3,1,not acept,not furnished,"R$3,100","R$7,500",R$834,R$96,"R$11,530"
Sao Paulo,50,2,2,0,6,acept,not furnished,R$750,"R$3,000",R$118,R$39,"R$3,907"
Rio de Janeiro,305,3,4,4,12,acept,not furnished,"R$3,441","R$8,925","R$2,364",R$114,"R$14,840"
Rio de Janeiro,110,2,2,1,1,acept,not furnished,R$700,"R$3,000",R$122,R$39,"R$3,861"
Porto Alegre,63,2,2,1,13,acept,not furnished,R$600,"R$2,620",R$97,R$11,"R$3,328"
Belo Horizonte,202,4,4,3,13,acept,not furnished,"R$2,200","R$6,000","R$1,000",R$77,"R$9,277"
Belo Horizonte,70,4,3,0,-,acept,not furnished,R$0,"R$3,500",R$270,R$53,"R$3,823"
Porto Alegre,110,3,3,2,-,acept,not furnished,R$560,"R$3,200",R$88,R$49,"R$3,897"
Porto Alegre,80,1,1,0,11,acept,furnished,R$427,"R$1,900",R$0,R$25,"R$2,352"
Porto Alegre,58,2,2,1,6,not acept,not furnished,R$520,"R$2,055",R$0,R$7,"R$2,582"
Porto Alegre,149,3,3,2,12,not acept,not furnished,"R$2,000","R$5,400",R$0,R$69,"R$7,469"
Sao Paulo,50,2,1,0,-,acept,not furnished,R$0,"R$1,200",R$42,R$19,"R$1,261"
Belo Horizonte,200,4,3,2,8,acept,not furnished,"R$2,744","R$4,100","R$1,615",R$52,"R$8,511"
Porto Alegre,200,3,3,4,-,acept,not furnished,R$0,"R$7,000",R$425,R$106,"R$7,531"
Sao Paulo,660,5,7,4,17,acept,not furnished,"R$5,381","R$10,000","R$1,100",R$127,"R$16,610"
Campinas,100,3,2,1,-,acept,not furnished,R$0,"R$3,300",R$500,R$50,"R$3,850"
Sao Paulo,91,1,2,2,11,acept,furnished,"R$2,076","R$13,000",R$334,R$165,"R$15,580"
Rio de Janeiro,113,2,2,1,4,acept,not furnished,"R$1,000","R$3,000",R$50,R$39,"R$4,089"
Campinas,48,2,1,1,-,acept,not furnished,R$250,"R$1,200",R$40,R$16,"R$1,506"
Rio de Janeiro,140,3,3,2,10,acept,not furnished,"R$2,000","R$5,100",R$167,R$65,"R$7,332"
Porto Alegre,155,3,3,2,-,acept,not furnished,R$960,"R$5,500",R$15,R$83,"R$6,558"
Porto Alegre,280,4,6,5,28,acept,not furnished,"R$1,800","R$11,500","R$1,417",R$146,"R$14,860"
Porto Alegre,55,1,1,0,-,acept,not furnished,R$0,"R$1,100",R$75,R$17,"R$1,192"
Sao Paulo,360,4,5,4,8,acept,not furnished,"R$3,500","R$1,700","R$1,417",R$22,"R$6,639"
Campinas,60,1,1,1,-,acept,not furnished,R$0,R$950,R$75,R$15,"R$1,040"
Sao Paulo,32,1,1,0,5,acept,not furnished,R$400,"R$2,001",R$0,R$26,"R$2,427"
Campinas,79,3,3,2,15,acept,furnished,"R$3,255","R$7,500",R$616,R$96,"R$11,470"
Campinas,300,4,6,4,14,acept,not furnished,"R$2,000","R$8,000",R$625,R$102,"R$10,730"
Belo Horizonte,50,2,2,1,14,acept,furnished,R$520,"R$1,550",R$100,R$20,"R$2,190"
Belo Horizonte,78,3,2,2,-,acept,not furnished,R$250,"R$2,000",R$292,R$31,"R$2,573"
Porto Alegre,80,3,1,0,-,acept,not furnished,Sem info,"R$6,000",R$0,R$91,"R$6,091"
Sao Paulo,50,1,1,1,-,not acept,not furnished,Incluso,"R$1,600",R$80,R$25,"R$1,705"
Sao Paulo,110,2,2,2,-,not acept,not furnished,R$0,"R$2,530",R$174,R$39,"R$2,743"
Porto Alegre,280,4,3,6,-,acept,furnished,R$0,"R$12,500",R$706,R$188,"R$13,390"
Campinas,64,2,1,1,8,acept,not furnished,R$400,"R$1,500",R$101,R$20,"R$2,021"
Porto Alegre,37,1,1,0,4,not acept,furnished,R$382,R$742,R$0,R$10,"R$1,134"
Sao Paulo,30,1,1,1,7,not acept,furnished,R$650,"R$2,000",R$100,R$26,"R$2,776"
Campinas,50,1,1,1,11,acept,not furnished,R$725,"R$2,200",R$130,R$28,"R$3,083"
Porto Alegre,215,3,2,0,4,not acept,not furnished,"R$1,054","R$4,000",R$229,R$51,"R$5,334"
Porto Alegre,80,3,2,1,10,acept,not furnished,R$790,"R$1,900",R$164,R$25,"R$2,879"
Sao Paulo,320,3,3,2,9,acept,furnished,"R$2,000","R$8,500",R$340,R$108,"R$10,950"
Campinas,336,3,5,3,-,acept,furnished,R$299,"R$6,000",R$208,R$91,"R$6,598"
Belo Horizonte,125,3,4,5,-,acept,not furnished,R$0,"R$10,000",R$666,R$151,"R$10,820"
Porto Alegre,106,1,1,2,10,acept,furnished,"R$1,749","R$13,950",R$479,R$177,"R$16,360"
Campinas,40,1,1,1,9,not acept,not furnished,R$440,"R$2,800",R$100,R$36,"R$3,376"
Porto Alegre,80,1,2,0,6,not acept,not furnished,"R$1,174","R$3,900",R$135,R$50,"R$5,259"
Campinas,120,4,3,3,8,acept,not furnished,"R$1,680","R$3,710",R$622,R$48,"R$6,060"
Belo Horizonte,23,1,1,0,23,acept,not furnished,R$399,"R$2,100",R$42,R$27,"R$2,568"
Rio de Janeiro,60,2,1,0,-,acept,not furnished,R$0,"R$1,100",R$0,R$17,"R$1,117"
Porto Alegre,45,2,1,1,2,not acept,not furnished,R$375,"R$1,756",Incluso,R$13,"R$2,166"
Rio de Janeiro,110,1,1,1,-,acept,not furnished,Sem info,"R$1,300",R$250,R$20,"R$1,570"
Sao Paulo,42,1,1,1,11,acept,not furnished,R$344,"R$2,308",R$0,R$8,"R$2,660"
Rio de Janeiro,120,4,2,3,6,acept,furnished,R$950,"R$2,960",R$459,R$38,"R$4,407"
Campinas,78,1,2,2,1,not acept,furnished,R$680,"R$4,200",R$118,R$54,"R$5,052"
Porto Alegre,127,3,3,2,1,acept,not furnished,R$804,"R$3,800",R$257,R$49,"R$4,910"
Belo Horizonte,63,2,2,2,4,not acept,not furnished,R$600,"R$4,080",R$167,R$52,"R$4,899"
Rio de Janeiro,60,1,1,1,-,acept,not furnished,R$0,"R$1,250",R$0,R$19,"R$1,269"
Campinas,76,2,1,0,3,acept,not furnished,R$300,R$700,R$100,R$9,"R$1,109"
Campinas,126,3,2,2,1,acept,not furnished,"R$1,000","R$4,000",R$313,R$51,"R$5,364"
Sao Paulo,169,4,2,3,-,acept,not furnished,R$220,"R$3,900",R$334,R$59,"R$4,513"
